100,opt_200,0.1594,0.003,0.1519,0.003,1973.72,52.9884,1062.0295,16.495,781.6,20.9109,12.0,0.0,2.0,0.0,10.0,0.0
200,opt_200,0.3113,0.0014,0.3025,0.0014,3872.659,18.4899,2235.713,45.3513,1531.75,10.0989,14.0,0.0,4.0,0.0,10.0,0.0
300,opt_200,0.4233,0.0072,0.4139,0.0072,5090.2215,128.3734,4101.1005,191.1864,2276.775,15.8991,15.0,0.0,5.0,0.0,10.0,0.0
400,opt_200,0.5402,0.0019,0.5302,0.0019,6391.803,23.0609,5870.841,21.1813,3025.55,10.8437,16.0,0.0,6.0,0.0,10.0,0.0
500,opt_200,0.6741,0.0026,0.6629,0.0026,7975.957,30.2731,7325.879,27.8057,3770.45,14.235,18.0,0.0,8.0,0.0,10.0,0.0
